id,license,file_name,height,width,coco_url,flickr_url,area,iscrowd,x_min_bb,y_min_bb,width_bb,heigth_bb,category_id,supercategory,name
6917,0,f59a4955-63ee-4ed2-b295-f9a99b6d0f45.png,1079,1920,https://fathomnet.org/static/m3/framegrabs/Mini%20ROV/images/139/55255--61ab9aaa-2ebd-4dd4-9d7b-0054fec4a974.png,https://fathomnet.org/static/m3/framegrabs/Mini%20ROV/images/139/55255--61ab9aaa-2ebd-4dd4-9d7b-0054fec4a974.png,5694,0,1552,590,78,73,10,,LRJ complex
6918,0,a37f3782-4bc0-4abd-a314-6feba1132c08.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1208/20191105T162457Z--78c9efaa-ee5a-42b6-96c5-7875890aca5d.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1208/20191105T162457Z--78c9efaa-ee5a-42b6-96c5-7875890aca5d.png,2280,0,1544,644,60,38,10,,LRJ complex
6919,0,dceaa018-b418-4d0d-9d2e-23fbc2c4b41b.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/2011/20191106T224645Z--7583b596-aad3-4b23-b0fc-e108225328e6.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/2011/20191106T224645Z--7583b596-aad3-4b23-b0fc-e108225328e6.png,12032,0,1460,681,128,94,10,,LRJ complex
6920,0,54b22aa9-3c15-41da-96ae-e27aeb9785a9.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1262/479595--2ddd8291-79e7-4375-8a96-eb7d9c8d8854.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1262/479595--2ddd8291-79e7-4375-8a96-eb7d9c8d8854.png,196,0,672,498,14,14,10,,LRJ complex
6921,0,26fb84fe-8c50-49fe-bbd6-add3c2873031.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1262/20200305T170629Z--0a9eb602-4694-47f7-b7a9-943ca147d32c.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1262/20200305T170629Z--0a9eb602-4694-47f7-b7a9-943ca147d32c.png,702,0,1329,814,26,27,10,,LRJ complex
6922,0,4ffb4839-d943-4f9b-a964-ddbacfbf5e09.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1262/20200305T172139Z--0a9eb602-4694-47f7-b7a9-943ca147d32c.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1262/20200305T172139Z--0a9eb602-4694-47f7-b7a9-943ca147d32c.png,1088,0,1379,820,32,34,10,,LRJ complex
7676,0,81db4b6c-a418-4bd2-8d40-ba8196ddd3b5.png,482,681,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/08_28_50_14.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/08_28_50_14.png,1190,0,57,239,35,34,12,,Metridium farcimen
7677,0,de038c8a-57e8-4db6-be76-a194c47ced77.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/08_28_47_13.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/08_28_47_13.png,840,0,293,170,28,30,12,,Metridium farcimen
7678,0,a479baba-03d1-4e62-b56d-d482bef8c73c.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/08_30_03_26.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/08_30_03_26.png,9504,0,213,332,88,108,12,,Metridium farcimen
7679,0,cdd91bda-d49b-4135-a6f3-c04f41cf0c9f.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/00_55_49_08.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/00_55_49_08.png,3355,0,614,226,55,61,12,,Metridium farcimen
7680,0,2cff70e3-09b2-4600-9712-51c969f86fe9.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/00_56_15_22.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/00_56_15_22.png,13104,0,300,117,126,104,12,,Metridium farcimen
7681,0,2e1aa125-c0ad-4fda-800f-59d2676f6fd2.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/01_06_14_12.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/01_06_14_12.png,960,0,284,79,30,32,12,,Metridium farcimen
7682,0,fa988a88-d2e2-4cb5-9801-9e4ae267930a.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/01_25_48_06.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/01_25_48_06.png,2688,0,583,155,42,64,12,,Metridium farcimen
7683,0,99c59659-3c72-4387-b16c-7903dd511be9.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/01_25_54_20.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/01_25_54_20.png,3066,0,457,294,42,73,12,,Metridium farcimen
7684,0,9d922bed-8d96-418e-940e-ca03f4c24583.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/01_26_35_04.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/01_26_35_04.png,1120,0,239,197,28,40,12,,Metridium farcimen
7685,0,161efc5f-fd70-4346-bcfe-f3e21a6a4d5f.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/01_26_54_04.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/01_26_54_04.png,5978,0,437,215,61,98,12,,Metridium farcimen
7686,0,f21c47ee-b06b-40b4-962c-91c35a50e396.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/01_27_13_03.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/01_27_13_03.png,8296,0,418,126,68,122,12,,Metridium farcimen
7687,0,cc100969-799a-4394-831e-52ae4af45a04.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0150/01_30_38_25.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0150/01_30_38_25.png,20760,0,150,79,120,173,12,,Metridium farcimen
7688,0,2b8873d3-ef96-4947-ad3c-56091b462259.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/02_49_31_21.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/02_49_31_21.png,62244,0,275,79,228,273,12,,Metridium farcimen
7689,0,43823b2c-c107-4cc6-98a3-d13b1a698fbb.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/05_03_06_19.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/05_03_06_19.png,7854,0,420,252,77,102,12,,Metridium farcimen
7690,0,444c2645-da23-4c7c-a84a-c22aaab0513d.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/06_08_28_23.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/06_08_28_23.png,5772,0,638,213,74,78,12,,Metridium farcimen
7691,0,ab6674e4-3f17-4ae0-be6f-71aabf023705.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/06_14_27_12.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/145/06_14_27_12.png,4810,0,6,90,65,74,12,,Metridium farcimen
7692,0,71234ec0-5a4d-4f0d-b707-85cc5b4467cf.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0150/06_34_19_09.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0150/06_34_19_09.png,9984,0,201,300,96,104,12,,Metridium farcimen
7693,0,989d6651-a023-4809-82a5-9414ae12d0e2.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/10_32_41_08.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/10_32_41_08.png,4725,0,232,262,63,75,12,,Metridium farcimen
7694,0,4eeebd19-cf76-4c1f-bd7e-cf320b3de742.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/10_32_43_23.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/10_32_43_23.png,1722,0,262,184,41,42,12,,Metridium farcimen
7695,0,ad16db23-789b-42c6-a8a0-408028cd8e8a.png,482,682,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/10_33_08_22.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/10_33_08_22.png,1014,0,361,57,26,39,12,,Metridium farcimen
7696,0,1a3a6a66-f45e-46e3-815d-14fbf4d9280d.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/10_37_11_01.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/10_37_11_01.png,1512,0,347,237,42,36,12,,Metridium farcimen
7697,0,da3dbdf0-a19b-43c5-ac61-cba01e9f2532.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/10_37_32_00.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/10_37_32_00.png,4026,0,394,55,61,66,12,,Metridium farcimen
7698,0,eb3c9e8e-346f-4079-a5d6-43d71ea145b6.png,482,666,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/10_38_01_29.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/10_38_01_29.png,4620,0,287,154,84,55,12,,Metridium farcimen
7699,0,6fa6d845-b1d2-405f-b0e6-0634abfd75ca.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/10_38_32_28.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/10_38_32_28.png,3640,0,409,71,70,52,12,,Metridium farcimen
7700,0,5724c00a-1c28-4611-8f64-b9c17b7d7da5.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/10_38_50_27.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/10_38_50_27.png,2058,0,371,260,49,42,12,,Metridium farcimen
7701,0,e130dbc3-677b-4142-8fc3-dd4e3e3ae0b0.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/10_39_07_12.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/10_39_07_12.png,2650,0,55,273,50,53,12,,Metridium farcimen
7702,0,d7ec82bd-0201-40a5-b112-adcd227437d8.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/00_14_14_24.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/00_14_14_24.png,840,0,450,217,24,35,12,,Metridium farcimen
7703,0,f0bbcbef-2a3b-4244-b614-09ebb64a735b.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/00_14_25_09.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/00_14_25_09.png,800,0,462,262,25,32,12,,Metridium farcimen
7704,0,596013de-f280-4e31-a6c5-e22580b78ece.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/00_15_19_22.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/00_15_19_22.png,6240,0,266,315,78,80,12,,Metridium farcimen
7705,0,ab976c00-80ac-4b52-b1a9-cabab7a064d0.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/00_32_52_20.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/00_32_52_20.png,5092,0,369,397,76,67,12,,Metridium farcimen
7706,0,abfed2bc-8775-4fa0-af39-7f93804ae405.png,484,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0151/00_38_16_12.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0151/00_38_16_12.png,5135,0,635,218,65,79,12,,Metridium farcimen
7707,0,82e6ef63-a9f5-473a-8138-5fdcb8eb10b0.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/01_00_27_16.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/01_00_27_16.png,4235,0,286,34,55,77,12,,Metridium farcimen
7708,0,0fa6cde7-779f-4582-912f-1d93d4d0adcc.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/01_09_34_07.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/01_09_34_07.png,13673,0,188,91,121,113,12,,Metridium farcimen
7709,0,a9c485d2-0c42-434f-81e0-59a123c60bf3.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/01_11_03_20.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/01_11_03_20.png,3350,0,214,198,67,50,12,,Metridium farcimen
7710,0,e4e11a9f-3647-49a7-b2e3-13ad28e425cd.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/01_13_27_15.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/01_13_27_15.png,13552,0,479,6,88,154,12,,Metridium farcimen
7711,0,a7a6d329-8355-4a7d-a770-aedbb8a93deb.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/01_13_39_15.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/01_13_39_15.png,8480,0,167,178,80,106,12,,Metridium farcimen
7712,0,68fb204b-c54a-4e69-a028-d6eb59f2579e.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/01_51_38_21.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/01_51_38_21.png,19323,0,98,292,171,113,12,,Metridium farcimen
7713,0,fbc34383-7c0f-4f25-b605-b5646da68356.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/01_52_37_04.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/01_52_37_04.png,25984,0,418,166,128,203,12,,Metridium farcimen
7714,0,6bdbb098-c4e1-4826-b71f-21ddc69e4a98.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/01_52_53_19.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/01_52_53_19.png,9317,0,45,56,77,121,12,,Metridium farcimen
7715,0,db21a8e0-bf0d-4913-aeab-f8e49ba88931.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/02_16_41_13.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/02_16_41_13.png,6764,0,179,165,76,89,12,,Metridium farcimen
7716,0,6edda349-a2d2-4406-aae3-d9c0697ef552.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/02_24_16_29.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/02_24_16_29.png,4071,0,87,91,59,69,12,,Metridium farcimen
7717,0,fcdb062d-a45a-4c1f-b611-a48414063f53.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/02_24_36_14.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/02_24_36_14.png,10368,0,292,144,128,81,12,,Metridium farcimen
7718,0,21136724-a4e6-45d6-80dc-60bb050d47dd.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/02_24_59_28.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/02_24_59_28.png,3294,0,116,35,54,61,12,,Metridium farcimen
7719,0,de0cbcd2-8dda-45ce-bc6f-e4414e4e1a29.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/02_40_59_14.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/02_40_59_14.png,23214,0,535,117,146,159,12,,Metridium farcimen
7720,0,f8ccd665-b34d-4f03-a220-8094e9e6de86.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/02_41_27_28.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/02_41_27_28.png,5478,0,456,170,66,83,12,,Metridium farcimen
7721,0,01e3e47b-9915-4aa1-8576-f79a6fdc6b70.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/02_42_45_11.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/02_42_45_11.png,1540,0,349,109,35,44,12,,Metridium farcimen
7722,0,af647d8a-8167-48b2-8f35-78eaae48c9cd.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/02_57_41_16.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/02_57_41_16.png,26827,0,366,198,139,193,12,,Metridium farcimen
7723,0,5b9a1fe0-ec21-4609-835f-57a36464ce92.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/02_58_36_00.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/02_58_36_00.png,8829,0,183,237,81,109,12,,Metridium farcimen
7724,0,493720c1-5bf1-4a3e-b9c8-a9aeb26b382d.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/02_59_14_29.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/02_59_14_29.png,29646,0,5,74,162,183,12,,Metridium farcimen
7725,0,732c1dbd-e375-4ebe-8b5f-fb757d8747a5.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/02_59_46_13.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/02_59_46_13.png,2891,0,511,277,59,49,12,,Metridium farcimen
7726,0,a4453d9b-717c-4bb9-8e85-4f7be4bfb11d.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/02_59_58_27.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/02_59_58_27.png,3445,0,29,299,53,65,12,,Metridium farcimen
7727,0,f02241a7-9235-453b-9f03-48a35c8d0077.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/03_23_57_24.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/03_23_57_24.png,3828,0,326,383,66,58,12,,Metridium farcimen
7728,0,b3b9034f-e8b6-4cdc-9b10-58830caad8cc.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/03_28_00_18.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/03_28_00_18.png,4500,0,207,131,60,75,12,,Metridium farcimen
7729,0,16f39c12-2e06-431e-9c07-70414822c31e.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/03_29_15_16.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/03_29_15_16.png,10108,0,348,1,76,133,12,,Metridium farcimen
7730,0,1e9b1d08-3048-4491-aab0-5bd0c284e8e7.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/03_30_00_14.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/03_30_00_14.png,5280,0,443,287,60,88,12,,Metridium farcimen
7731,0,c59e24cd-aee2-448b-8da4-8c166eb573d2.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/03_47_19_14.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/03_47_19_14.png,3827,0,459,156,43,89,12,,Metridium farcimen
7732,0,fa526f67-e668-4eb1-90cd-89e6b760dabf.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/03_48_28_12.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/03_48_28_12.png,3600,0,63,355,50,72,12,,Metridium farcimen
7733,0,c3c528b1-89c3-474f-a05a-792e3c17ee6e.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/03_48_51_27.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/03_48_51_27.png,3149,0,97,373,47,67,12,,Metridium farcimen
7734,0,ef031688-c87b-453a-9899-a6863d3931ed.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/03_49_13_10.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/03_49_13_10.png,2067,0,156,191,39,53,12,,Metridium farcimen
7735,0,b76b85ac-d43b-4c87-8a6a-abb6c6f6f3d5.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/03_49_05_11.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/03_49_05_11.png,1728,0,312,243,54,32,12,,Metridium farcimen
7736,0,4b1f348f-d03d-439b-adf1-d948400910ad.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/05_22_16_22.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/05_22_16_22.png,3999,0,515,118,43,93,12,,Metridium farcimen
7737,0,e0a86399-37b5-4a74-9c2b-8c5aa98a9e16.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/05_23_38_04.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/05_23_38_04.png,2706,0,406,63,41,66,12,,Metridium farcimen
7738,0,2b8dc475-2816-4642-85d3-4a308df6c0a3.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/05_38_26_08.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/05_38_26_08.png,4212,0,302,143,52,81,12,,Metridium farcimen
7739,0,7ea47f0a-4952-4ec3-a027-289dd97ef257.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/05_39_18_22.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/05_39_18_22.png,13580,0,341,147,97,140,12,,Metridium farcimen
7740,0,66379cd8-9749-4b38-9b01-c152cea3e7b3.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/05_40_47_19.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/05_40_47_19.png,4160,0,231,317,65,64,12,,Metridium farcimen
7741,0,435d1dfe-1225-4fc6-857b-0120ba96860b.png,482,698,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/05_42_39_15.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/05_42_39_15.png,1054,0,39,131,34,31,12,,Metridium farcimen
7742,0,8cfb760b-6642-4bea-a51c-f63aaacfbddc.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/05_42_49_15.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/05_42_49_15.png,8004,0,149,152,87,92,12,,Metridium farcimen
7743,0,79d3dcc6-b6bf-40a3-8c79-7e032b00dd1a.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/05_50_20_16.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/05_50_20_16.png,5980,0,444,303,65,92,12,,Metridium farcimen
7744,0,ca114385-466f-4a4f-b152-81f52910817e.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/07_33_45_14.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/146/07_33_45_14.png,12320,0,541,280,80,154,12,,Metridium farcimen
7745,0,a0dd6c46-e678-4d75-a60c-a7b1266a56f2.png,366,640,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2001/180/05_00_38_08.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2001/180/05_00_38_08.png,750,0,409,128,25,30,12,,Metridium farcimen
7746,0,2d43b983-836f-4727-9481-963d62f67062.png,366,640,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2001/180/05_02_03_20.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2001/180/05_02_03_20.png,4209,0,532,294,61,69,12,,Metridium farcimen
7747,0,6b032f1b-4934-4bb8-91bb-088356a50045.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2002/067/02_55_54_05.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2002/067/02_55_54_05.png,2401,0,37,42,49,49,12,,Metridium farcimen
7748,0,b8203560-bc36-4a56-9f45-531ceece1b3c.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2002/067/02_55_59_05.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2002/067/02_55_59_05.png,3658,0,41,79,62,59,12,,Metridium farcimen
7749,0,64d5f00f-d863-4f66-9f1c-a0f5bf72d956.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2002/067/02_56_06_20.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2002/067/02_56_06_20.png,1978,0,151,297,46,43,12,,Metridium farcimen
7750,0,b5a247ad-a05b-46bc-b177-95d969d76c89.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2002/067/02_56_15_19.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2002/067/02_56_15_19.png,4818,0,122,143,73,66,12,,Metridium farcimen
7751,0,f11e7437-3324-4413-8e0a-5bebf58d22ea.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2002/067/02_57_02_18.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2002/067/02_57_02_18.png,980,0,265,192,35,28,12,,Metridium farcimen
7752,0,053cf514-74fb-456c-b016-035a8e90a16d.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2002/067/02_57_34_02.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2002/067/02_57_34_02.png,5130,0,286,366,57,90,12,,Metridium farcimen
7753,0,c2f7d9c9-0b81-4641-9b3a-b11ac2e2238e.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2002/067/02_58_11_16.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2002/067/02_58_11_16.png,1419,0,376,252,33,43,12,,Metridium farcimen
7754,0,9350bf2d-541d-48e6-92ab-8b773949e975.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2002/068/00_11_09_00.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2002/068/00_11_09_00.png,35672,0,342,126,182,196,12,,Metridium farcimen
7755,0,2bc1554a-6c72-4e8a-a5c6-de404e450b92.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2002/068/00_15_37_07.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2002/068/00_15_37_07.png,5472,0,221,104,72,76,12,,Metridium farcimen
7756,0,3f20b89c-e762-4349-9583-6ad7cc71c40d.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2002/068/00_15_47_07.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2002/068/00_15_47_07.png,46460,0,186,189,202,230,12,,Metridium farcimen
7757,0,7f5b231c-be84-45db-be1d-8653da9bc723.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2002/068/00_15_58_22.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2002/068/00_15_58_22.png,1840,0,248,137,40,46,12,,Metridium farcimen
