id,license,file_name,rights_holder,height,width,area,iscrowd,X_bb,Y_bb,width_bb,heigth_bb,category_id,supercategory,name
526682,3,Aves/Amazilia_violiceps/acddf0909d0a708d7d1d159c7007598d.jpg,David_Yeany,572,800,7860,0,263,221,131,120,2501,Aves,Amazilia_violiceps
526693,3,Aves/Amazilia_violiceps/eec49c81f7fa7cfda116ffdeb5a702ce.jpg,Iván_Montes_de_Oca_Cacheux,533,800,23368,0,355,142,254,184,2501,Aves,Amazilia_violiceps
526695,3,Aves/Amazilia_violiceps/46c6156a026a7c68bee30d5d14867e76.jpg,biocacheux,533,800,8733,0,275,237,142,123,2501,Aves,Amazilia_violiceps
526696,3,Aves/Amazilia_violiceps/157704e05c816a3df47c0feb585f598a.jpg,Kenneth_Bader,600,800,38515.5,0,244,141,243,317,2501,Aves,Amazilia_violiceps
526697,3,Aves/Amazilia_violiceps/8673421c7cc79f5a768c347195a03eee.jpg,Kenneth_Bader,600,800,46950,0,230,208,313,300,2501,Aves,Amazilia_violiceps
8004,1,Aves/Amphispiza_bilineata/14c0a60ca97e963f893650902d2477fe.jpg,dgreenberger,800,629,88650,0,109,194,394,450,90,Aves,Amphispiza_bilineata
8005,3,Aves/Amphispiza_bilineata/fb3b85652ea3a7bafd0081f82e5eebd9.jpg,sgonzalez,623,800,3691.5,0,368,282,69,107,90,Aves,Amphispiza_bilineata
8006,3,Aves/Amphispiza_bilineata/1ed93b679d0211f2fb155aa08127cead.jpg,debaraj,563,800,5624,0,333,184,76,148,90,Aves,Amphispiza_bilineata
8020,3,Aves/Amphispiza_bilineata/5623ff76d13d84dc0f0735dcb9c65ee8.jpg,Susan_Elliott,600,800,35937,0,309,249,363,198,90,Aves,Amphispiza_bilineata
8021,3,Aves/Amphispiza_bilineata/5df937ded11b7325cfe172b5905412e0.jpg,Karl_Hawkman,533,800,27969.5,0,323,89,169,331,90,Aves,Amphispiza_bilineata
8022,3,Aves/Amphispiza_bilineata/04583db09517495a83b95c6fa97f8650.jpg,Dalton_Neuharth,600,800,5329,0,302,240,73,146,90,Aves,Amphispiza_bilineata
8023,3,Aves/Amphispiza_bilineata/4313468d550e12d14d1c89fe0e56ea43.jpg,saraeverett,800,800,1396.5,0,134,298,49,57,90,Aves,Amphispiza_bilineata
8033,3,Aves/Amphispiza_bilineata/764167c0b12c96378a8cb7b03b91be17.jpg,Jose_Hugo_Martínez_Guerrero,527,800,33962.5,0,228,138,247,275,90,Aves,Amphispiza_bilineata
8039,3,Aves/Amphispiza_bilineata/0f3dbf2c07789bf1f159685aa5d17b8c.jpg,nataliep,600,800,5376,0,347,240,96,112,90,Aves,Amphispiza_bilineata
8042,3,Aves/Amphispiza_bilineata/88e6600ede27367b67b91e656f84f931.jpg,Jeff_Skrentny,600,800,82059.5,0,116,73,337,487,90,Aves,Amphispiza_bilineata
8046,2,Aves/Amphispiza_bilineata/d9fb36f7b4351fa64bdf14cbb32a61b7.jpg,Roger_Shaw,533,800,2449.5,0,364,226,69,71,90,Aves,Amphispiza_bilineata
8059,3,Aves/Amphispiza_bilineata/96d3204ec24a5bf45f9548a8357a6da1.jpg,Mary_Gallo_Limón,565,800,40484,0,452,163,232,349,90,Aves,Amphispiza_bilineata
8066,2,Aves/Amphispiza_bilineata/64a90bf73c2a29e1fe9f281f5ca2ff64.jpg,calopteryx,567,800,14784,0,363,233,168,176,90,Aves,Amphispiza_bilineata
8086,3,Aves/Amphispiza_bilineata/a7fd822bd9383dad20b0cb06e6e08fe4.jpg,hummer56,533,800,3339,0,340,218,106,63,90,Aves,Amphispiza_bilineata
8090,3,Aves/Amphispiza_bilineata/8a30e65b7c6355f1dd11a27f4f49cb34.jpg,timbo-az,709,800,16170,0,166,358,196,165,90,Aves,Amphispiza_bilineata
8094,3,Aves/Amphispiza_bilineata/34ee314d76da8e442508c3af1c0d094b.jpg,evorex,600,800,4859,0,374,246,113,86,90,Aves,Amphispiza_bilineata
8103,3,Aves/Amphispiza_bilineata/e7e45567fec073851fac6a6bef978875.jpg,cjs722,600,800,21730,0,366,236,205,212,90,Aves,Amphispiza_bilineata
8104,3,Aves/Amphispiza_bilineata/45e4e94a6f45e6ffe9a462272c7f0af7.jpg,bioroamer,549,800,47625,0,165,153,381,250,90,Aves,Amphispiza_bilineata
8108,3,Aves/Amphispiza_bilineata/20eace59afcb3ce60fa6c858db7b3749.jpg,niz,600,800,107388,0,209,120,471,456,90,Aves,Amphispiza_bilineata
8109,3,Aves/Amphispiza_bilineata/819fd57a6163222f666ddab4401c460b.jpg,Javi_Gonzalez,506,800,26651.5,0,244,161,353,151,90,Aves,Amphispiza_bilineata
8116,3,Aves/Amphispiza_bilineata/6ccb9ee61deb1dd4528a39e9b5761116.jpg,Rebecca_C,534,800,2394,0,156,363,76,63,90,Aves,Amphispiza_bilineata
416417,3,Aves/Amphispiza_bilineata/8e94e44be803c95b59d487f3b8b4c39a.jpg,Brian_Wulker,600,800,12757.5,0,347,225,105,243,90,Aves,Amphispiza_bilineata
416428,3,Aves/Amphispiza_bilineata/41f14779182b495d738c4227b4287697.jpg,kevinemetcalf,600,800,3869,0,561,154,106,73,90,Aves,Amphispiza_bilineata
416431,3,Aves/Amphispiza_bilineata/86f8302468e3cd5ae01b9a521278c920.jpg,charley,681,800,7701,0,290,258,102,151,90,Aves,Amphispiza_bilineata
416443,3,Aves/Amphispiza_bilineata/bfd618b0ac217096cce6d528233c9274.jpg,Donna_Pomeroy,534,800,50158.5,0,327,94,281,357,90,Aves,Amphispiza_bilineata
416451,3,Aves/Amphispiza_bilineata/3928fafbd11e09ab8c65dcdd85342bbb.jpg,Mary_Ann_Melton,800,630,7962.5,0,364,175,91,175,90,Aves,Amphispiza_bilineata
416455,1,Aves/Amphispiza_bilineata/e0a4675b2881de6bdf242656e6fef422.jpg,Cathy_Bell,533,800,41915,0,170,138,415,202,90,Aves,Amphispiza_bilineata
416471,3,Aves/Amphispiza_bilineata/f3e01d3b720864c86259be876893eede.jpg,David_Sarkozi,800,600,30436.5,0,176,205,197,309,90,Aves,Amphispiza_bilineata
416482,1,Aves/Amphispiza_bilineata/d2f0aa951fd094305db05b867e5649d8.jpg,Randy,531,800,7150,0,201,203,130,110,90,Aves,Amphispiza_bilineata
375003,3,Aves/Artemisiospiza_belli/daa0ce73d3ee45a8119386b070b0d703.jpg,Chris_Shuck,649,800,2952,0,371,289,82,72,4769,Aves,Artemisiospiza_belli
375005,3,Aves/Artemisiospiza_belli/c0824dd07ac0420f12a5924ef01f91f7.jpg,bradrumble,511,800,16128,0,269,201,256,126,4769,Aves,Artemisiospiza_belli
375006,3,Aves/Artemisiospiza_belli/2b18a50de33c2c9578b38e038f615bf7.jpg,Scot_Pipkin,599,800,15065,0,323,157,131,230,4769,Aves,Artemisiospiza_belli
375009,3,Aves/Artemisiospiza_belli/11636d33077a181dadd653b6b51877b5.jpg,omiseroy,600,800,12798,0,442,221,158,162,4769,Aves,Artemisiospiza_belli
375015,3,Aves/Artemisiospiza_belli/23368f214bdaa58b57b83ff6fbf0123f.jpg,zabbey,533,800,3048.5,0,370,117,67,91,4769,Aves,Artemisiospiza_belli
321822,3,Aves/Athene_noctua/3249c3ce85c898af0de4cf953b6fc05c.jpg,mohamedfadly,534,800,51529.5,0,180,108,297,347,4215,Aves,Athene_noctua
321823,3,Aves/Athene_noctua/0fc78b4e1404ae7ec0979a81e62120c1.jpg,Emiliano_Mori,593,800,111930,0,80,126,574,390,4215,Aves,Athene_noctua
321829,3,Aves/Athene_noctua/f4520d319ea52a00cdfce50b8f06c0a4.jpg,markkir,532,800,2501,0,371,152,61,82,4215,Aves,Athene_noctua
321830,3,Aves/Athene_noctua/fa5577bc17d0923c1dbbfcbce374dc41.jpg,Dino_Biancolini,799,800,11352,0,333,338,129,176,4215,Aves,Athene_noctua
321835,1,Aves/Athene_noctua/27a5bcf469c902bbf41bce7a47dcbecb.jpg,Conrad_Savy,600,800,629,0,383,281,34,37,4215,Aves,Athene_noctua
615835,2,Aves/Athene_noctua/fdd6a2e3585ac214e5de5d29f6d37729.jpg,tina_troup,450,800,24610,0,286,141,214,230,4215,Aves,Athene_noctua
313238,2,Aves/Buteo_brachyurus/c6e5487f732ff24c222010b705ce9714.jpg,Roger_Shaw,800,800,12606,0,303,316,132,191,4099,Aves,Buteo_brachyurus
313239,3,Aves/Buteo_brachyurus/b34e9cbe0729b10aea68368db4a9caed.jpg,thawkins35,533,800,19402.5,0,307,181,199,195,4099,Aves,Buteo_brachyurus
313241,6,Aves/Buteo_brachyurus/5e0a33634ca2742d0d350f726c61a029.jpg,Jody_Shugart,602,800,66801.5,0,182,136,493,271,4099,Aves,Buteo_brachyurus
313249,3,Aves/Buteo_brachyurus/6d9614b02737e2991c8204c0009f1e81.jpg,Jimmy_Argüelles_Jiménez,600,800,8211,0,298,142,119,138,4099,Aves,Buteo_brachyurus
313250,3,Aves/Buteo_brachyurus/048b34ed2f8cc4522814da401a2b8397.jpg,corenchi_naturalista,800,800,37440,0,212,287,384,195,4099,Aves,Buteo_brachyurus
313251,3,Aves/Buteo_brachyurus/c8221c2d589f2fd597c8efb268507095.jpg,Marco_Celis_Saavedra,600,800,118984.5,0,258,8,411,579,4099,Aves,Buteo_brachyurus
313252,3,Aves/Buteo_brachyurus/cdec9193d184b1530cadf94148d5ac9f.jpg,Donna_Pomeroy,533,800,41374,0,267,130,274,302,4099,Aves,Buteo_brachyurus
313258,3,Aves/Buteo_brachyurus/05bf05de54c7bb7b475961961a653d54.jpg,analihernandez,559,800,6721,0,497,160,94,143,4099,Aves,Buteo_brachyurus
610419,3,Aves/Buteo_brachyurus/93a1adb6890e3c164565a84c8e8a0090.jpg,la_mancha_en_movimiento,450,800,4590,0,315,201,90,102,4099,Aves,Buteo_brachyurus
255645,3,Insecta/Abaeis_nicippe/9e4b8a759ed4d123c976c3958029e8a3.jpg,kirstenlr,661,800,52076,0,127,111,376,277,3444,Insecta,Abaeis_nicippe
255650,3,Insecta/Abaeis_nicippe/bc33e06d35144fde034630eb4c8afb86.jpg,molanic,762,800,101188,0,176,84,328,617,3444,Insecta,Abaeis_nicippe
255666,3,Insecta/Abaeis_nicippe/41b3147b1d41f7cf1cd4dc4a73d1670b.jpg,matthew_e_smith,600,800,4841,0,287,247,94,103,3444,Insecta,Abaeis_nicippe
255669,3,Insecta/Abaeis_nicippe/ec64e7e5b7baaa9cb3af5dac5a02ee1b.jpg,leslawrence,600,800,8682.5,0,363,211,115,151,3444,Insecta,Abaeis_nicippe
255671,2,Insecta/Abaeis_nicippe/b4046bb1f0c71ff5a24f6de318d90921.jpg,Paul_Bedell,568,800,83304,0,138,127,468,356,3444,Insecta,Abaeis_nicippe
255678,2,Insecta/Abaeis_nicippe/c8ada09f9491cf2bfcc51e74ab4f092f.jpg,cyric,557,800,167325,0,51,49,690,485,3444,Insecta,Abaeis_nicippe
255679,3,Insecta/Abaeis_nicippe/faf6628eecbb4884b0956a948ada9485.jpg,fiddleman,533,800,93380,0,150,51,460,406,3444,Insecta,Abaeis_nicippe
255680,3,Insecta/Abaeis_nicippe/48adf50bfef8a0e62464d63aa6684a54.jpg,lizlovesnature,800,781,125909.5,0,187,0,419,601,3444,Insecta,Abaeis_nicippe
255694,3,Insecta/Abaeis_nicippe/0e72d9ec67436cdb02f3e758c9b4ea20.jpg,Goolsbygirl,688,800,133042,0,65,29,559,476,3444,Insecta,Abaeis_nicippe
255695,3,Insecta/Abaeis_nicippe/27107bdb916ac48b827554d00ee136cd.jpg,grouplepidopteraf14,800,592,49350,0,125,380,420,235,3444,Insecta,Abaeis_nicippe
255701,3,Insecta/Abaeis_nicippe/5eb290b449d36973d3f87f6356584fb6.jpg,jameswbeck,800,674,100109.5,0,133,134,347,577,3444,Insecta,Abaeis_nicippe
255708,2,Insecta/Abaeis_nicippe/bb3135392f542b1d46b98bbeabafdca6.jpg,106584015630019574849,536,800,127462.5,0,170,11,495,515,3444,Insecta,Abaeis_nicippe
255719,3,Insecta/Abaeis_nicippe/da4be7c22bec9c8735c143d0563ae49e.jpg,camelcreek,532,800,36974,0,79,255,556,133,3444,Insecta,Abaeis_nicippe
255733,3,Insecta/Abaeis_nicippe/50730b906273cd0e424f9ef209fa815c.jpg,greenecycle,606,800,39044.5,0,205,134,229,341,3444,Insecta,Abaeis_nicippe
255734,3,Insecta/Abaeis_nicippe/225156a22ec237383516aadb64a528a4.jpg,Mary_Beth,800,600,5610,0,254,387,102,110,3444,Insecta,Abaeis_nicippe
255736,3,Insecta/Abaeis_nicippe/fb869fa1e72f45f7868347c3d178432e.jpg,cdrichihuahuandesert,800,796,261364,0,54,16,724,722,3444,Insecta,Abaeis_nicippe
255737,3,Insecta/Abaeis_nicippe/3abeb87ec49db4f775139a74025e2e0b.jpg,juliayl,800,683,22454,0,214,130,206,218,3444,Insecta,Abaeis_nicippe
255743,3,Insecta/Abaeis_nicippe/e718e26305d284a5e062e37953fdf991.jpg,Don_Young,600,800,151848,0,82,0,592,513,3444,Insecta,Abaeis_nicippe
255745,3,Insecta/Abaeis_nicippe/a31e21ccd6bad7e36888e33ee9df183b.jpg,Oscar_Angel_Sánchez_Flores,533,800,907.5,0,411,203,33,55,3444,Insecta,Abaeis_nicippe
573373,3,Insecta/Abaeis_nicippe/7465e7ea865bc2a10ebf63d3c6166cca.jpg,Steve_Harbula,533,800,30381,0,104,33,246,247,3444,Insecta,Abaeis_nicippe
573381,3,Insecta/Abaeis_nicippe/98a69557e1c75c03ae7ba235902642f7.jpg,Claire_Secrist,800,450,10575,0,154,318,141,150,3444,Insecta,Abaeis_nicippe
573396,3,Insecta/Abaeis_nicippe/9a6d06e3c3893b86b6b41055d9311774.jpg,adrianj,489,800,89262,0,199,144,522,342,3444,Insecta,Abaeis_nicippe
573398,3,Insecta/Abaeis_nicippe/54c8acb7af2c144f2b91c6b8d6197b10.jpg,azlobo,600,800,27776,0,410,144,217,256,3444,Insecta,Abaeis_nicippe
573399,3,Insecta/Abaeis_nicippe/026ed7226c0db570d68851621328e12f.jpg,Daniel_Buenrostro,556,800,54740,0,343,122,340,322,3444,Insecta,Abaeis_nicippe
573407,3,Insecta/Abaeis_nicippe/08706d27df07f883164ae9067269902b.jpg,Erick_Noe_Tapia_Banda,532,800,16014,0,309,189,157,204,3444,Insecta,Abaeis_nicippe
235432,3,Insecta/Aeshna_canadensis/11d12fb124f3607356f89d0c835b6851.jpg,chrsptrk,534,800,33060,0,123,156,435,152,3169,Insecta,Aeshna_canadensis
235433,5,Insecta/Aeshna_canadensis/a731e89424a631d76bc6443d036dc704.jpg,liv.monck.whipp,600,800,92232,0,109,103,504,366,3169,Insecta,Aeshna_canadensis
235437,3,Insecta/Aeshna_canadensis/c3775c043ea55fdd35e0316e6253a60f.jpg,alicia_penney,800,540,146691.5,0,33,0,397,739,3169,Insecta,Aeshna_canadensis
235438,3,Insecta/Aeshna_canadensis/ade188b779f109d9501a594980652fcc.jpg,alicia_penney,800,450,88821,0,33,223,417,426,3169,Insecta,Aeshna_canadensis
235441,3,Insecta/Aeshna_canadensis/c527335b5de568a040ba355ecfa2a645.jpg,Lorena,600,800,129276,0,186,0,486,532,3169,Insecta,Aeshna_canadensis
235446,3,Insecta/Aeshna_canadensis/1422db0992312eefb3acebcb2b601dbd.jpg,phylocode,800,704,120018,0,167,220,498,482,3169,Insecta,Aeshna_canadensis
235450,3,Insecta/Aeshna_canadensis/52bbbfb7784be63b049317434bf63a6d.jpg,Kent_McFarland,800,600,101545.5,0,91,143,509,399,3169,Insecta,Aeshna_canadensis
235453,3,Insecta/Aeshna_canadensis/4e7d1ed494d5b6d5ba34e50244d104eb.jpg,fyn_kynd,500,800,145488,0,11,0,672,433,3169,Insecta,Aeshna_canadensis
235458,3,Insecta/Aeshna_canadensis/fa776a9e0de65e45eb6a4ebd78b99250.jpg,Kent_McFarland,800,600,107474,0,107,224,493,436,3169,Insecta,Aeshna_canadensis
253089,3,Insecta/Agrotis_ipsilon/8119d7def7610a7f31eea3e9788cd028.jpg,Alex_Lamoreaux,534,800,84534,0,315,31,386,438,3407,Insecta,Agrotis_ipsilon
253090,3,Insecta/Agrotis_ipsilon/d5cbf6f5904ca3f37914343386c53c29.jpg,Alex_Lamoreaux,534,800,45237.5,0,396,67,235,385,3407,Insecta,Agrotis_ipsilon
253091,3,Insecta/Agrotis_ipsilon/8ec1feddd0fb7c1671aa91d4c51f4f12.jpg,mayacrow,788,800,233964.5,0,66,11,649,721,3407,Insecta,Agrotis_ipsilon
253096,3,Insecta/Agrotis_ipsilon/316a5fe0e1e068d421ad8ebb3d72dcf5.jpg,Drepanostoma,800,534,171745,0,44,62,490,701,3407,Insecta,Agrotis_ipsilon
253099,3,Insecta/Agrotis_ipsilon/f47d698e482d8a30980dbc67d61e3904.jpg,Erika_Mitchell,781,800,183392.5,0,130,50,545,673,3407,Insecta,Agrotis_ipsilon
253101,3,Insecta/Agrotis_ipsilon/4f6b6f69c20adb1ec52d3e973cb7a77d.jpg,psweet,549,800,182260,0,36,18,701,520,3407,Insecta,Agrotis_ipsilon
253102,6,Insecta/Agrotis_ipsilon/f30488531a22a3ecb51b39c62c025464.jpg,"Metro_Parks,_Serving_Summit_County",702,800,121410,0,124,177,570,426,3407,Insecta,Agrotis_ipsilon
253105,3,Insecta/Agrotis_ipsilon/8792ac4d787b6478ee81eecf015e9e50.jpg,Simon_Nicholas,800,707,117638,0,125,101,449,524,3407,Insecta,Agrotis_ipsilon
253106,3,Insecta/Agrotis_ipsilon/8b9db8d8a6e4931acacae2a4ac83102d.jpg,sparrow,600,800,10483.5,0,254,289,241,87,3407,Insecta,Agrotis_ipsilon
253107,3,Insecta/Agrotis_ipsilon/5d3211fc23cfbd0ae01a1073546a171b.jpg,sparrow,600,800,13187.5,0,312,222,211,125,3407,Insecta,Agrotis_ipsilon
253108,3,Insecta/Agrotis_ipsilon/a8c4c42a9aa1118b9cd0a4bea5067829.jpg,sparrow,600,800,13380,0,344,186,223,120,3407,Insecta,Agrotis_ipsilon
253109,6,Insecta/Agrotis_ipsilon/e1e09cbc99fbf8e66b34fc63234ab98e.jpg,John_Flower,600,800,177942.5,0,147,0,653,545,3407,Insecta,Agrotis_ipsilon
253110,6,Insecta/Agrotis_ipsilon/8b09dc5000a58c0ac7fbe54a422943ae.jpg,John_Flower,600,800,129139.5,0,46,93,753,343,3407,Insecta,Agrotis_ipsilon
253111,6,Insecta/Agrotis_ipsilon/958f6deb31021f8f8e82d2ec89703ffe.jpg,John_Flower,600,800,160896,0,0,94,768,419,3407,Insecta,Agrotis_ipsilon
253112,3,Insecta/Agrotis_ipsilon/e7e246b4fdab0b00123d45feb082a124.jpg,mandln,800,533,17816,0,192,286,131,272,3407,Insecta,Agrotis_ipsilon
253113,3,Insecta/Agrotis_ipsilon/be00cc601de8ba5913a1627bd3a9b0bc.jpg,Erika_Mitchell,534,800,170520,0,26,40,735,464,3407,Insecta,Agrotis_ipsilon
253121,3,Insecta/Agrotis_ipsilon/bb8032bc9b5f374842446c6a1f92d128.jpg,Jim_Johnson,800,585,188853,0,33,19,529,714,3407,Insecta,Agrotis_ipsilon
253122,3,Insecta/Agrotis_ipsilon/82c9159e797221ad7a2851d344ca86bc.jpg,clevelandmetroparkswsc,800,600,21409,0,226,139,158,271,3407,Insecta,Agrotis_ipsilon
253128,6,Insecta/Agrotis_ipsilon/c01911373af479809cce8243dcb6cbd3.jpg,Callan_Bird,518,800,144316,0,74,28,662,436,3407,Insecta,Agrotis_ipsilon
253129,6,Insecta/Agrotis_ipsilon/ce0ae2ebc332ab39c15c9487bbbd9e03.jpg,Callan_Bird,370,800,114210,0,63,25,705,324,3407,Insecta,Agrotis_ipsilon
253130,6,Insecta/Agrotis_ipsilon/88515a2d6c6902077553d7bb3dedc3a9.jpg,Callan_Bird,555,800,192270,0,27,25,754,510,3407,Insecta,Agrotis_ipsilon
253133,3,Insecta/Agrotis_ipsilon/8e620c078ce914c51fc64cd80b878f70.jpg,molanic,800,639,200772,0,39,61,572,702,3407,Insecta,Agrotis_ipsilon
571809,3,Insecta/Agrotis_ipsilon/fd72fdd3939bfaece54cf9e7a28f6b39.jpg,AJ_Johnson,800,600,180848,0,58,25,508,712,3407,Insecta,Agrotis_ipsilon
571810,3,Insecta/Agrotis_ipsilon/1b009f4c2fae7e47ca209b5377385bcc.jpg,AJ_Johnson,800,573,187590,0,14,13,507,740,3407,Insecta,Agrotis_ipsilon
571811,3,Insecta/Agrotis_ipsilon/ac09bc1975fb2941bf8c8df8c045d5fc.jpg,Mike_Lusk,800,604,100100,0,90,127,385,520,3407,Insecta,Agrotis_ipsilon
571814,3,Insecta/Agrotis_ipsilon/fdd71133f91fdc2bcfee6848afe0b04a.jpg,tapaculo99,621,800,141975,0,52,32,631,450,3407,Insecta,Agrotis_ipsilon
571821,3,Insecta/Agrotis_ipsilon/0f47b7a4e7ec47d8c98472c253bf81d0.jpg,Erik_Danielsen,533,800,177893.5,0,69,0,713,499,3407,Insecta,Agrotis_ipsilon
571822,3,Insecta/Agrotis_ipsilon/bfe6bd7f737823ca64a0aafcaf274d40.jpg,tapaculo99,606,800,169932.5,0,48,11,673,505,3407,Insecta,Agrotis_ipsilon
571825,2,Insecta/Agrotis_ipsilon/4a4ca9dc9efcb5b471722b6345b9b179.jpg,Rob_Curtis,800,800,114800,0,194,62,350,656,3407,Insecta,Agrotis_ipsilon
571829,3,Insecta/Agrotis_ipsilon/209d708539c835d187c927d837bbd36d.jpg,tapaculo99,797,800,165273,0,100,32,534,619,3407,Insecta,Agrotis_ipsilon
375021,3,Insecta/Allograpta_obliqua/b5778a6ea22b888c5ebf963509608f3b.jpg,cold-blooded_kid,600,800,1760,0,451,290,64,55,4770,Insecta,Allograpta_obliqua
375026,3,Insecta/Allograpta_obliqua/3fe78395c031fb7c281225be0f861c90.jpg,David_Wehr,532,800,31189.5,0,283,56,239,261,4770,Insecta,Allograpta_obliqua
375027,3,Insecta/Allograpta_obliqua/daef49687baebeb673e550868bda021f.jpg,NHM_Nature,800,800,115560,0,227,302,540,428,4770,Insecta,Allograpta_obliqua
375028,3,Insecta/Allograpta_obliqua/c7882c152f04c65cf6e1aacdc7fb2bf4.jpg,Jessie_George,800,600,8510,0,285,322,115,148,4770,Insecta,Allograpta_obliqua
375029,3,Insecta/Allograpta_obliqua/5693671ef504bb65b3c0a0cfe81e1af2.jpg,Jessie_George,800,600,4914,0,116,409,117,84,4770,Insecta,Allograpta_obliqua
375030,3,Insecta/Allograpta_obliqua/58ab98cbbc0290c7a598b3c06e1ccfe5.jpg,Jessie_George,800,600,6604.5,0,263,290,119,111,4770,Insecta,Allograpta_obliqua
375031,1,Insecta/Allograpta_obliqua/38c0b0778dd772d02955e94bcf410524.jpg,104860852614073572279,619,800,43018.5,0,224,183,357,241,4770,Insecta,Allograpta_obliqua
375032,3,Insecta/Allograpta_obliqua/aa242c497c88cba02061af86e8ad1a5a.jpg,amybeth55,640,800,47782.5,0,246,146,277,345,4770,Insecta,Allograpta_obliqua
375033,3,Insecta/Allograpta_obliqua/d37908f5e556a4a8324a8d511a163989.jpg,Audrey_Morris,800,800,129767,0,163,93,517,502,4770,Insecta,Allograpta_obliqua
375042,3,Insecta/Allograpta_obliqua/484be2f62f267cf9165a751aa468ad6c.jpg,BJ_Stacey,538,800,120554,0,153,59,553,436,4770,Insecta,Allograpta_obliqua
375043,3,Insecta/Allograpta_obliqua/35f205d5c3b21f6496a1601a12c41bda.jpg,BJ_Stacey,534,800,66540.5,0,238,86,377,353,4770,Insecta,Allograpta_obliqua
375046,3,Insecta/Allograpta_obliqua/2c049cc718edd8889374df7a1dcf6c2e.jpg,hhayes,800,600,8195,0,179,384,149,110,4770,Insecta,Allograpta_obliqua
375050,2,Insecta/Allograpta_obliqua/72c45b901f21f829ee52844c5d4e2751.jpg,rcurtis,800,759,119755,0,114,166,557,430,4770,Insecta,Allograpta_obliqua
375051,2,Insecta/Allograpta_obliqua/2a30a3a24fc0457ed9a2121cee590a7f.jpg,rcurtis,768,800,102168,0,216,84,432,473,4770,Insecta,Allograpta_obliqua
375053,3,Insecta/Allograpta_obliqua/5836007d535418807f23eb8b4a395b85.jpg,NHM_Nature,800,600,1921.5,0,331,352,61,63,4770,Insecta,Allograpta_obliqua
375054,3,Insecta/Allograpta_obliqua/7bd83f99a6640efc5e632551ce8a681f.jpg,Chuck_Sexton,800,800,86016,0,190,188,384,448,4770,Insecta,Allograpta_obliqua
375057,3,Insecta/Allograpta_obliqua/dc924ff0db750fba5935d43c0f844d7c.jpg,gbrucks,800,575,19006,0,62,465,221,172,4770,Insecta,Allograpta_obliqua
375058,3,Insecta/Allograpta_obliqua/680bd528782c8bcfc2955f66bf9c719a.jpg,gbrucks,800,518,25530,0,59,234,276,185,4770,Insecta,Allograpta_obliqua
375059,3,Insecta/Allograpta_obliqua/b80730d0ea89b626fc777130b76062c8.jpg,gbrucks,800,509,24276,0,76,175,238,204,4770,Insecta,Allograpta_obliqua
375060,3,Insecta/Allograpta_obliqua/04c314299f89afdeca7de7b572f16678.jpg,Susan_Bury,533,800,162759,0,42,37,717,454,4770,Insecta,Allograpta_obliqua
651108,3,Insecta/Allograpta_obliqua/8faaf74fb73654712f6a1e6738d36330.jpg,Patricia_Simpson,800,600,28083,0,133,417,253,222,4770,Insecta,Allograpta_obliqua
651111,3,Insecta/Allograpta_obliqua/b7c7758937d4f869a3449633c7370b04.jpg,Ken_Weiner,800,601,35420,0,203,352,253,280,4770,Insecta,Allograpta_obliqua
651112,3,Insecta/Allograpta_obliqua/f9694c158b613ca5144ee5dd9b0c5759.jpg,Ken_Weiner,800,600,46690,0,123,243,322,290,4770,Insecta,Allograpta_obliqua
651113,3,Insecta/Allograpta_obliqua/31c6b292fbcdff66481060d44cdf1526.jpg,Ken_Weiner,800,600,45050,0,147,258,340,265,4770,Insecta,Allograpta_obliqua
651114,3,Insecta/Allograpta_obliqua/3e3644ab7c11f7c1ea951d8495e30733.jpg,ksjmg49,600,800,14364,0,335,167,152,189,4770,Insecta,Allograpta_obliqua
651115,3,Insecta/Allograpta_obliqua/0ce5a6dec315a23f6224d6c8b497e988.jpg,ksjmg49,600,800,18174,0,278,211,233,156,4770,Insecta,Allograpta_obliqua
651116,3,Insecta/Allograpta_obliqua/a8a2c713fec043cb280ed45f61ac3e8a.jpg,ksjmg49,600,800,15360,0,244,209,160,192,4770,Insecta,Allograpta_obliqua
651120,3,Insecta/Allograpta_obliqua/767775a50d94a89e447f56121674d9ca.jpg,Patricia_Simpson,533,800,5918.5,0,355,194,89,133,4770,Insecta,Allograpta_obliqua
651121,3,Insecta/Allograpta_obliqua/859e817a8046f20aa5de810e7f258737.jpg,AJ_Johnson,800,600,66402,0,123,261,434,306,4770,Insecta,Allograpta_obliqua
651122,3,Insecta/Allograpta_obliqua/5ada62abba5c25d79796e6bac2696d22.jpg,Patricia_Simpson,533,800,3002,0,370,216,76,79,4770,Insecta,Allograpta_obliqua
651127,3,Insecta/Allograpta_obliqua/05f254f19e1b76d655b7989c47f4e5b2.jpg,Patricia_Simpson,533,800,8337.5,0,332,189,145,115,4770,Insecta,Allograpta_obliqua
651136,3,Insecta/Allograpta_obliqua/9f557df5c8969d2808e47d8fc7ce3cff.jpg,112692329998402018828,798,800,48160.5,0,252,301,291,331,4770,Insecta,Allograpta_obliqua
164102,3,Insecta/Anartia_jatrophae/de49c6993e88c4a15ae524486f0fc185.jpg,Jim_des_Rivieres,533,800,49868,0,233,123,364,274,2244,Insecta,Anartia_jatrophae
164108,3,Insecta/Anartia_jatrophae/e42d874db0ba104ac38bcbf3a195542b.jpg,kfenlon,800,450,19947,0,181,316,183,218,2244,Insecta,Anartia_jatrophae
